account_id,card_number,card_holder_name,card_type,card_network,issue_date,expiry_date,card_status,daily_limit,international_usage,contactless_enabled,created_at,block_reason
937,4996224640531292,SARTHAK PRASHAD,Virtual,Visa,2021-10-16,2026-10-16,Active,25000,0,1,2021-10-16,
753,4507103132993460,NAKSH LALL,Debit,Visa,2023-11-12,2028-11-12,Active,200000,0,0,2023-11-12,
631,4523683289209995,IMARAN GABA,Debit,RuPay,2022-01-28,2026-01-28,Expired,50000,0,1,2022-01-28,Card Expired
1307,4774630689885218,WISHI BALI,Debit,Visa,2022-07-23,2027-07-23,Active,50000,0,1,2022-07-23,
925,4005645873273412,GAYATHRI BOASE,Debit,RuPay,2024-12-24,2028-12-24,Expired,75000,0,1,2024-12-24,Card Expired
684,4801795264614518,UPASNA KHURANA,Debit,Visa,2023-10-11,2026-10-11,Active,100000,0,0,2023-10-11,
1402,4308762934054416,TRIPTI KAPADIA,Prepaid,Visa,2021-06-16,2025-06-16,Expired,75000,0,0,2021-06-16,Card Expired
1467,4565575360767446,ANTHONY MAHAJAN,Debit,RuPay,2025-05-15,2030-05-15,Active,200000,0,1,2025-05-15,
337,4970179262961936,AARUSH BALAKRISHNAN,Credit,Mastercard,2026-03-14,2029-03-14,Active,150000,0,1,2026-03-14,
719,4425838919039219,RADHA CHATTERJEE,Debit,Visa,2025-12-26,2029-12-26,Active,100000,0,1,2025-12-26,
1008,4698613745916668,MAANAV SHETTY,Debit,Mastercard,2023-07-20,2026-07-20,Expired,100000,0,1,2023-07-20,Card Expired
1217,4736566842065386,ABHIMANYU BADAL,Debit,Mastercard,2022-11-25,2026-11-25,Active,150000,0,1,2022-11-25,
109,4290694110437317,VEDHIKA VERMA,Debit,Visa,2021-04-15,2025-04-15,Expired,75000,0,1,2021-04-15,Card Expired
420,4520453826659931,CHAKRADEV CHOKSHI,Debit,Visa,2025-08-07,2030-08-07,Active,150000,0,1,2025-08-07,
1336,4563404845808151,XALAK SARNA,Debit,Visa,2025-10-17,2029-10-17,Active,75000,0,1,2025-10-17,
758,4479120412402430,DAKSHESH LOKE,Debit,Visa,2022-09-17,2027-09-17,Expired,150000,1,1,2022-09-17,Card Expired
1046,4668366461124265,OMKAAR SETH,Debit,Visa,2023-03-16,2028-03-16,Active,50000,0,1,2023-03-16,
831,4432279548161390,KALA TANK,Debit,Visa,2025-03-18,2030-03-18,Active,200000,0,0,2025-03-18,
1317,4535364088669110,SHIVANSH KHATRI,Debit,RuPay,2021-03-12,2026-03-12,Expired,50000,0,0,2021-03-12,Card Expired
234,4999815876308229,ADVIKA RAU,Virtual,RuPay,2023-03-05,2026-03-05,Expired,50000,0,1,2023-03-05,Card Expired
1308,4019624855698412,NICHOLAS NATARAJAN,Debit,RuPay,2021-01-14,2026-01-14,Expired,75000,0,0,2021-01-14,Card Expired
26,4489877135013231,YOSHITA PALL,Debit,Mastercard,2023-02-14,2026-02-14,Expired,150000,1,0,2023-02-14,Card Expired
1445,4380920465805279,HARSHIL GHOSE,Debit,RuPay,2022-01-14,2025-01-14,Expired,50000,0,1,2022-01-14,Card Expired
278,4725852266794014,DANIEL KOSHY,Debit,RuPay,2023-09-22,2027-09-22,Active,200000,0,1,2023-09-22,
533,4900883812622094,AGASTYA LAD,Credit,RuPay,2026-01-22,2031-01-22,Expired,500000,1,1,2026-01-22,Card Expired
1489,4401998765823110,ANJALI KANDA,Debit,Mastercard,2022-05-15,2026-05-15,Expired,150000,0,1,2022-05-15,Card Expired
243,4739282141523770,OMKAAR DEWAN,Prepaid,Visa,2022-10-18,2025-10-18,Expired,25000,0,1,2022-10-18,Card Expired
1244,4216216692235403,SARTHAK OAK,Debit,Visa,2024-07-29,2028-07-29,Active,25000,1,1,2024-07-29,
492,4985325947054907,ANMOL BHATTACHARYYA,Prepaid,RuPay,2021-09-04,2024-09-04,Expired,50000,0,1,2021-09-04,Card Expired
875,4692778649322480,JEEVIKA VARKEY,Virtual,RuPay,2022-07-20,2026-07-20,Expired,100000,1,1,2022-07-20,Card Expired
251,4516924874899290,RISHI GILL,Credit,Visa,2023-03-16,2027-03-16,Active,500000,0,1,2023-03-16,
8,4811875362727761,ZINAL MENON,Debit,Visa,2024-01-20,2027-01-20,Active,150000,0,1,2024-01-20,
846,4951641266235386,HAMSINI MORAR,Debit,RuPay,2023-10-24,2026-10-24,Active,50000,0,1,2023-10-24,
1262,4350495734106438,ABEER CHAUHAN,Credit,Visa,2024-01-07,2027-01-07,Active,300000,0,1,2024-01-07,
192,4792497492569157,FALGUNI BALAKRISHNAN,Prepaid,Mastercard,2021-09-07,2024-09-07,Expired,25000,0,1,2021-09-07,Card Expired
92,4454392862366990,MEKHALA SHAH,Debit,RuPay,2026-04-22,2030-04-22,Hotlisted,25000,0,1,2026-04-22,Fraud Suspected
562,4518921137933833,JAGDISH LANKA,Prepaid,Mastercard,2025-08-04,2030-08-04,Active,75000,1,1,2025-08-04,
177,4865872033634750,VRINDA RAMESH,Debit,RuPay,2023-04-18,2026-04-18,Expired,75000,1,1,2023-04-18,Card Expired
929,4414736991059142,REYANSH MURTY,Credit,RuPay,2021-12-16,2024-12-16,Expired,50000,0,1,2021-12-16,Card Expired
273,4694148830233093,ADWETA SHA,Debit,RuPay,2026-04-08,2029-04-08,Blocked,200000,0,1,2026-04-08,Suspicious Activity
453,4634733353309733,QABIL BAKSHI,Debit,Visa,2021-06-17,2025-06-17,Expired,100000,0,1,2021-06-17,Card Expired
489,4280312811492763,LEELA DOSHI,Debit,RuPay,2021-09-15,2024-09-15,Expired,100000,0,1,2021-09-15,Card Expired
140,4412156036544830,HRITIK BHALLA,Debit,Visa,2026-01-15,2031-01-15,Active,25000,1,1,2026-01-15,
1200,4551112074649996,TRISTAN TANDON,Virtual,Visa,2024-05-05,2029-05-05,Active,10000,1,1,2024-05-05,
969,4377446031997365,AADI BOSE,Debit,Mastercard,2021-09-23,2026-09-23,Active,200000,0,1,2021-09-23,
585,4872965360447012,MAANAS SAMA,Prepaid,Visa,2025-12-30,2030-12-30,Blocked,25000,0,1,2025-12-30,Customer Request
181,4008832538057367,EKAPAD THAMAN,Debit,Visa,2021-02-26,2025-02-26,Expired,75000,0,1,2021-02-26,Card Expired
628,4873255823819383,VEDIKA RAGHAVAN,Credit,RuPay,2024-12-02,2028-12-02,Inactive,200000,1,1,2024-12-02,
96,4259149465498419,ZAITRA BARIA,Debit,Mastercard,2024-02-09,2027-02-09,Expired,200000,0,1,2024-02-09,Card Expired
381,4762454291858304,ROHAN BANDI,Credit,RuPay,2021-02-05,2025-02-05,Expired,100000,0,0,2021-02-05,Card Expired
1189,4884539532671759,NICHOLAS OM,Prepaid,Visa,2022-03-25,2026-03-25,Expired,75000,0,1,2022-03-25,Card Expired
607,4412652645448899,DAKSHA DEWAN,Prepaid,Mastercard,2024-09-29,2027-09-29,Expired,25000,0,1,2024-09-29,Card Expired
150,4740483416987881,ADVIKA BUCH,Debit,Visa,2024-03-18,2028-03-18,Active,50000,1,1,2024-03-18,
486,4926934725795241,GAURANGI BHATIA,Debit,Mastercard,2022-05-15,2026-05-15,Expired,100000,0,1,2022-05-15,Card Expired
325,4661724547827361,DAVID KOTA,Debit,RuPay,2025-03-20,2029-03-20,Active,200000,0,1,2025-03-20,
478,4875246159155149,NAVEEN BAHRI,Debit,Visa,2021-07-30,2024-07-30,Expired,200000,0,1,2021-07-30,Card Expired
177,4061140859243926,REYANSH DORA,Credit,Visa,2023-12-28,2027-12-28,Active,150000,0,1,2023-12-28,
1153,4859385214112417,NICHOLAS DE,Debit,Visa,2022-03-09,2025-03-09,Expired,50000,0,1,2022-03-09,Card Expired
967,4500756526598998,DARPAN MOHAN,Credit,Visa,2024-05-07,2028-05-07,Blocked,300000,0,0,2024-05-07,Customer Request
1376,4602273867306916,AISHANI BAJWA,Debit,Visa,2021-08-17,2026-08-17,Active,75000,0,0,2021-08-17,
1119,4750553624125529,SANAYA SUNDER,Prepaid,Visa,2025-12-19,2030-12-19,Active,25000,0,1,2025-12-19,
1052,4209790329543794,PRIYA GUPTA,Virtual,Visa,2024-03-11,2029-03-11,Blocked,10000,0,1,2024-03-11,Fraud Suspected
590,4205853487514656,NIKITA BASSI,Debit,RuPay,2025-04-06,2029-04-06,Expired,25000,0,1,2025-04-06,Card Expired
1068,4339318019367747,BANJEET TANEJA,Debit,RuPay,2025-11-17,2029-11-17,Active,50000,1,1,2025-11-17,
192,4968924473163871,ADWETA PATHAK,Debit,Visa,2021-08-05,2024-08-05,Expired,100000,0,0,2021-08-05,Card Expired
1092,4013258387634158,OSHA MAHAL,Credit,RuPay,2025-11-29,2030-11-29,Active,200000,0,1,2025-11-29,
681,4541114454579617,HARDIK MORE,Credit,RuPay,2025-06-13,2029-06-13,Hotlisted,100000,0,1,2025-06-13,Security Risk
1254,4236578588503849,ANYA RADHAKRISHNAN,Debit,Visa,2024-03-29,2027-03-29,Active,200000,0,1,2024-03-29,
446,4752438295698152,EKAVIR KARAN,Debit,RuPay,2026-06-14,2031-06-14,Active,50000,0,1,2026-06-14,
70,4894716118501367,JEREMIAH BARMAN,Debit,RuPay,2026-05-30,2029-05-30,Active,75000,0,1,2026-05-30,
430,4209788678879201,GAURI BUCH,Debit,Visa,2026-06-06,2030-06-06,Hotlisted,50000,1,1,2026-06-06,Card Reported Stolen
952,4135206763181850,RAYAAN VERMA,Virtual,Mastercard,2024-05-25,2029-05-25,Hotlisted,50000,0,1,2024-05-25,Card Reported Lost
1084,4106337519425078,OM JAYARAMAN,Debit,RuPay,2022-08-02,2027-08-02,Active,200000,0,1,2022-08-02,
361,4233590279537739,GUNEET CONTRACTOR,Debit,Mastercard,2025-04-28,2030-04-28,Active,75000,0,1,2025-04-28,
346,4599560724793801,KIAAN DESHPANDE,Credit,RuPay,2022-07-05,2026-07-05,Expired,500000,0,1,2022-07-05,Card Expired
92,4279524540515412,YASHODA VASA,Credit,Mastercard,2023-05-08,2026-05-08,Expired,500000,0,1,2023-05-08,Card Expired
482,4645912595904803,ORINDER SAXENA,Credit,RuPay,2025-09-24,2029-09-24,Active,50000,0,1,2025-09-24,
1236,4997801774387315,BINA DUGAL,Credit,Visa,2025-10-21,2030-10-21,Inactive,500000,0,1,2025-10-21,
565,4449149857426844,NIMRAT PADMANABHAN,Credit,Visa,2021-05-24,2026-05-24,Expired,50000,0,1,2021-05-24,Card Expired
908,4219436639228608,JONATHAN CHADHA,Credit,Mastercard,2022-03-21,2026-03-21,Expired,200000,0,1,2022-03-21,Card Expired
656,4990208727417230,CHARVI SAMA,Debit,Mastercard,2023-05-14,2026-05-14,Expired,75000,1,1,2023-05-14,Card Expired
220,4540406765745444,DAMINI MADAN,Debit,RuPay,2021-09-18,2026-09-18,Active,100000,0,1,2021-09-18,
567,4115551015832189,FALGUNI SHAN,Credit,Visa,2024-10-23,2029-10-23,Active,150000,0,1,2024-10-23,
1413,4513680741949591,DEEPA SWAMINATHAN,Debit,RuPay,2023-07-29,2026-07-29,Expired,25000,0,1,2023-07-29,Card Expired
319,4317808047945237,YAUVANI NIGAM,Debit,Mastercard,2023-03-29,2028-03-29,Active,100000,0,0,2023-03-29,
1437,4003475568089288,SANYA KIBE,Prepaid,Mastercard,2024-07-18,2027-07-18,Expired,75000,0,0,2024-07-18,Card Expired
284,4290697659412680,IRYA DEWAN,Credit,Mastercard,2022-10-17,2027-10-17,Active,300000,0,1,2022-10-17,
722,4688767773608519,KAMYA YOGI,Debit,RuPay,2021-01-04,2026-01-04,Expired,75000,0,1,2021-01-04,Card Expired
1340,4473862198532340,BAKHSHI MITTAL,Debit,Mastercard,2025-06-27,2029-06-27,Active,25000,0,1,2025-06-27,
1069,4099879118487172,ESHANA KAMDAR,Debit,RuPay,2021-07-22,2025-07-22,Expired,150000,0,1,2021-07-22,Card Expired
30,4144555129496437,TANVEER MANGAL,Debit,RuPay,2021-09-27,2024-09-27,Expired,50000,0,1,2021-09-27,Card Expired
83,4008678577983990,CHARITA JHAVERI,Debit,RuPay,2022-03-20,2025-03-20,Expired,25000,0,0,2022-03-20,Card Expired
284,4184786779914510,AACHAL GANGULY,Debit,RuPay,2022-02-09,2026-02-09,Expired,75000,0,1,2022-02-09,Card Expired
1337,4311249496247023,URMI SUBRAMANIAM,Debit,Mastercard,2025-08-20,2028-08-20,Active,50000,0,1,2025-08-20,
128,4947203120522530,LIPIKA HAYRE,Debit,Mastercard,2024-05-15,2028-05-15,Inactive,50000,0,1,2024-05-15,
1318,4387108315309682,YASHICA DAS,Virtual,Visa,2022-02-19,2027-02-19,Expired,100000,0,1,2022-02-19,Card Expired
676,4190690940348071,SAMUEL BORA,Prepaid,RuPay,2025-02-16,2030-02-16,Active,25000,0,1,2025-02-16,
841,4195430768721565,AZAD DASH,Credit,Visa,2024-01-14,2028-01-14,Active,500000,1,1,2024-01-14,
322,4180740011971655,ZARNA CHAUDRY,Debit,Visa,2022-03-19,2027-03-19,Active,25000,1,1,2022-03-19,
391,4232109219203400,JAIRAJ VALA,Credit,Mastercard,2024-06-25,2029-06-25,Active,500000,1,1,2024-06-25,
547,4639612567219932,ESHANA CONTRACTOR,Debit,Visa,2023-11-29,2026-11-29,Active,50000,0,0,2023-11-29,
457,4339330899101244,CHANAKYA DHINGRA,Credit,RuPay,2025-05-02,2029-05-02,Active,200000,0,1,2025-05-02,
594,4535571212079145,DEVIKA HALDER,Credit,RuPay,2026-02-17,2029-02-17,Active,100000,0,1,2026-02-17,
179,4360121560765904,YASHODA KEER,Debit,Visa,2023-01-07,2026-01-07,Expired,200000,0,1,2023-01-07,Card Expired
935,4202636319729483,RONITH SUNDER,Debit,Visa,2025-06-08,2028-06-08,Active,25000,0,1,2025-06-08,
454,4901225379437981,OMKAAR SETHI,Debit,RuPay,2025-01-01,2030-01-01,Active,50000,0,1,2025-01-01,
58,4494194465776618,JEREMIAH KRISHNAMURTHY,Debit,RuPay,2023-11-08,2026-11-08,Active,50000,1,1,2023-11-08,
265,4344987292441546,WIDISHA KALA,Credit,Mastercard,2026-04-30,2029-04-30,Active,50000,0,1,2026-04-30,
1311,4035855535785838,AYUSHMAN SETHI,Prepaid,Mastercard,2024-12-05,2029-12-05,Active,25000,0,1,2024-12-05,
1253,4517787273777338,ANYA MAHARAJ,Debit,Visa,2021-04-13,2024-04-13,Expired,25000,0,1,2021-04-13,Card Expired
968,4276576097084559,YASHICA SURI,Debit,RuPay,2024-04-26,2028-04-26,Active,25000,0,1,2024-04-26,
1048,4880862380947957,AISHANI BAIL,Debit,Mastercard,2026-05-26,2029-05-26,Active,100000,1,1,2026-05-26,
738,4864806573495330,CHATRESH KURIAN,Credit,Visa,2023-12-09,2028-12-09,Active,500000,0,1,2023-12-09,
466,4164919550906073,UDARSH AHLUWALIA,Prepaid,Mastercard,2021-01-04,2024-01-04,Expired,50000,1,1,2021-01-04,Card Expired
1410,4675640741364287,IKSHITA BATH,Debit,Visa,2021-02-03,2024-02-03,Expired,25000,0,0,2021-02-03,Card Expired
1473,4800673993661580,OMAJA KRISHNA,Debit,Mastercard,2024-11-02,2028-11-02,Active,75000,1,1,2024-11-02,
1144,4857707676126590,LEKHA MERCHANT,Credit,RuPay,2022-04-13,2025-04-13,Expired,200000,1,1,2022-04-13,Card Expired
1272,4968261230697731,LILA TANDON,Debit,RuPay,2023-02-21,2027-02-21,Active,150000,0,1,2023-02-21,
1269,4589431289924650,ATHARV MAHAJAN,Credit,Mastercard,2026-05-17,2029-05-17,Active,500000,0,1,2026-05-17,
250,4631405975191316,BALHAAR MODI,Debit,RuPay,2025-07-27,2029-07-27,Active,150000,0,1,2025-07-27,
734,4631921679962405,FARIS KOSHY,Debit,RuPay,2024-04-11,2027-04-11,Active,50000,0,1,2024-04-11,
1467,4419458814126544,RAYAAN KOTHARI,Debit,RuPay,2025-06-04,2029-06-04,Active,150000,0,0,2025-06-04,
182,4937772537039399,TANMAYI CHANA,Credit,Visa,2021-04-13,2024-04-13,Expired,150000,0,1,2021-04-13,Card Expired
621,4988125914626535,RAGHAV KANNAN,Debit,RuPay,2023-07-09,2027-07-09,Active,75000,0,1,2023-07-09,
373,4244337627952856,SARTHAK PERI,Credit,Visa,2023-03-29,2026-03-29,Expired,50000,0,1,2023-03-29,Card Expired
780,4152560177493255,SHIVANI KATA,Debit,Visa,2022-04-06,2027-04-06,Active,200000,1,1,2022-04-06,
844,4113700585029453,IDIKA SAGAR,Debit,Mastercard,2022-07-17,2026-07-17,Expired,100000,0,1,2022-07-17,Card Expired
1170,4367948872341999,AAYUSH BHATNAGAR,Credit,RuPay,2024-04-07,2029-04-07,Active,150000,0,1,2024-04-07,
851,4064379416138322,ALEXANDER CHAHAL,Credit,RuPay,2023-11-04,2026-11-04,Active,100000,0,1,2023-11-04,
694,4708845646523181,HARINAKSHI SALVI,Credit,Visa,2025-06-07,2030-06-07,Blocked,200000,0,1,2025-06-07,Fraud Suspected
1485,4135190336828856,LAKSHIT ANAND,Debit,RuPay,2023-01-08,2028-01-08,Active,150000,1,1,2023-01-08,
1154,4044667515269652,PRANAV BHATIA,Debit,Visa,2023-12-25,2028-12-25,Active,50000,0,1,2023-12-25,
1314,4772598411054640,GAUTAMI ROUT,Debit,Visa,2024-12-16,2027-12-16,Inactive,75000,0,1,2024-12-16,
597,4078567496985703,MAX RAM,Debit,RuPay,2024-01-13,2029-01-13,Active,75000,0,1,2024-01-13,
1338,4412119137969759,RAGHAV D’ALIA,Credit,Visa,2025-06-17,2028-06-17,Inactive,200000,0,1,2025-06-17,
821,4532256297962061,BHAVYA NATH,Debit,RuPay,2023-03-27,2026-03-27,Expired,75000,0,1,2023-03-27,Card Expired
1352,4255394434785667,BRIJESH SHETH,Credit,Visa,2024-02-08,2028-02-08,Active,500000,0,1,2024-02-08,
311,4838372882517744,ESHANA SHETH,Credit,Mastercard,2023-01-10,2027-01-10,Hotlisted,50000,0,1,2023-01-10,Card Reported Stolen
1176,4507296479904878,HEMANI MADAN,Debit,Visa,2021-09-14,2025-09-14,Expired,25000,0,0,2021-09-14,Card Expired
1241,4289716785413511,TIMOTHY MAJUMDAR,Virtual,Mastercard,2025-01-23,2028-01-23,Active,10000,0,1,2025-01-23,
1252,4928305285226140,RAJESHRI BANDI,Credit,RuPay,2023-04-19,2026-04-19,Expired,200000,0,1,2023-04-19,Card Expired
63,4705959071928109,RIDHI SARNA,Credit,Visa,2024-08-27,2027-08-27,Active,200000,0,1,2024-08-27,
1003,4710688295654398,KRISHNA RATTA,Debit,Visa,2023-11-28,2026-11-28,Active,100000,0,1,2023-11-28,
1286,4356773671116725,THEODORE PAU,Debit,Mastercard,2025-10-14,2028-10-14,Active,200000,0,0,2025-10-14,
349,4241688453657269,NIDHI THAMAN,Credit,Visa,2025-01-24,2028-01-24,Inactive,500000,0,1,2025-01-24,
1067,4162406548211582,JASON KUMAR,Debit,RuPay,2022-02-28,2025-02-28,Expired,75000,1,1,2022-02-28,Card Expired
298,4439877861739526,FRADO SHAH,Virtual,Visa,2025-09-27,2028-09-27,Active,50000,0,1,2025-09-27,
783,4243609833244952,ANMOL SAVANT,Debit,RuPay,2021-06-03,2024-06-03,Expired,150000,0,1,2021-06-03,Card Expired
689,4868366036274893,GUNEET KARNIK,Prepaid,Mastercard,2022-06-06,2025-06-06,Expired,75000,0,1,2022-06-06,Card Expired
839,4715769444326527,AAHANA ZACHARIA,Debit,Visa,2021-10-05,2026-10-05,Expired,150000,0,1,2021-10-05,Card Expired
700,4577712081757175,PUSHTI WALLA,Debit,Mastercard,2024-05-16,2027-05-16,Expired,100000,0,0,2024-05-16,Card Expired
244,4947351956666245,ISHAAN MITAL,Prepaid,Visa,2025-08-13,2028-08-13,Active,25000,0,1,2025-08-13,
757,4882185040274961,ISHANVI PATEL,Credit,RuPay,2023-06-07,2027-06-07,Active,300000,0,1,2023-06-07,
258,4001964563203449,AAYUSH LOYAL,Debit,RuPay,2022-11-25,2025-11-25,Expired,150000,1,1,2022-11-25,Card Expired
1201,4429614681188626,GAYATHRI OAK,Debit,Visa,2024-06-11,2029-06-11,Hotlisted,150000,1,1,2024-06-11,Security Risk
947,4071284357578233,RIYA BALI,Debit,RuPay,2021-09-25,2024-09-25,Expired,25000,0,1,2021-09-25,Card Expired
1171,4050235878378900,IRA KHOSLA,Debit,Visa,2025-07-12,2029-07-12,Active,200000,0,1,2025-07-12,
824,4795699562987165,ARADHANA KANNAN,Debit,RuPay,2022-06-01,2026-06-01,Expired,75000,0,1,2022-06-01,Card Expired
785,4771249250696192,IMARAN LALA,Debit,Visa,2021-08-30,2024-08-30,Expired,150000,1,1,2021-08-30,Card Expired
106,4698524410778014,ANYA KAUR,Debit,Mastercard,2026-06-16,2029-06-16,Blocked,75000,0,1,2026-06-16,Customer Request
321,4740902824811580,TRIPTI BAHRI,Debit,Mastercard,2021-04-11,2026-04-11,Expired,50000,0,1,2021-04-11,Card Expired
979,4060716454563522,ANDREW SESHADRI,Debit,RuPay,2021-10-26,2025-10-26,Expired,25000,0,1,2021-10-26,Card Expired
1316,4718484132814053,GEETIKA NAGAR,Debit,Visa,2021-12-14,2026-12-14,Active,200000,0,1,2021-12-14,
204,4916629870716570,LADLI GARA,Virtual,Visa,2025-04-11,2028-04-11,Active,25000,0,1,2025-04-11,
5,4450282659656213,QUINCY DHAR,Prepaid,Visa,2024-04-22,2029-04-22,Active,25000,0,1,2024-04-22,
1243,4160335988144365,BINA BHARGAVA,Credit,RuPay,2023-11-06,2028-11-06,Active,300000,0,1,2023-11-06,
544,4229430550266844,PANINI CHERIAN,Debit,Visa,2021-05-06,2026-05-06,Expired,100000,0,1,2021-05-06,Card Expired
260,4293932745115592,WAIDA BANDI,Virtual,Visa,2021-10-14,2026-10-14,Inactive,10000,0,1,2021-10-14,
788,4960337010384940,OSCAR GOEL,Debit,Mastercard,2021-02-28,2024-02-28,Expired,25000,0,0,2021-02-28,Card Expired
489,4788824827739587,QABIL GULATI,Debit,Mastercard,2026-04-12,2030-04-12,Active,100000,0,1,2026-04-12,
1264,4249902296354721,CHASMUM SETHI,Debit,Visa,2022-11-19,2025-11-19,Expired,50000,0,1,2022-11-19,Card Expired
748,4041236342668121,SACHI PARMER,Debit,Mastercard,2023-11-13,2026-11-13,Active,25000,0,1,2023-11-13,
112,4914376174326939,LADLI BABU,Debit,Mastercard,2022-07-17,2027-07-17,Active,75000,0,1,2022-07-17,
715,4385926751043840,PARTH MANDA,Debit,Mastercard,2026-05-14,2029-05-14,Active,200000,0,1,2026-05-14,
415,4263547390853093,GAUTAM BANSAL,Virtual,RuPay,2024-03-19,2029-03-19,Active,100000,0,1,2024-03-19,
914,4646302058889980,SAUMYA KATA,Debit,Visa,2022-09-15,2027-09-15,Active,150000,0,1,2022-09-15,
1125,4956552876275816,BALHAAR MADAN,Virtual,Visa,2021-07-10,2025-07-10,Expired,10000,1,0,2021-07-10,Card Expired
422,4870238491152558,UDYATI BADAMI,Debit,Visa,2025-01-18,2029-01-18,Active,150000,1,1,2025-01-18,
1100,4315363111687798,WAKEETA KAPUR,Debit,Visa,2024-10-10,2029-10-10,Active,75000,0,1,2024-10-10,
231,4097640721846494,LEELA WAGLE,Prepaid,Visa,2025-07-22,2028-07-22,Active,25000,1,1,2025-07-22,
533,4637901837892624,MAYA AGGARWAL,Debit,Visa,2021-07-30,2025-07-30,Expired,75000,0,0,2021-07-30,Card Expired
47,4394831596438530,RUDRA BALA,Debit,RuPay,2025-02-01,2030-02-01,Active,75000,0,0,2025-02-01,
1187,4522698933909904,JAGDISH CHHABRA,Debit,RuPay,2022-05-27,2025-05-27,Expired,200000,0,1,2022-05-27,Card Expired
380,4452757478643236,MEGHANA WALI,Debit,RuPay,2025-12-11,2029-12-11,Active,200000,0,1,2025-12-11,
861,4418909997856076,BINA BHAKTA,Debit,RuPay,2025-01-19,2030-01-19,Active,25000,0,1,2025-01-19,
166,4019111532953211,YOSHITA GALA,Debit,Visa,2023-10-29,2026-10-29,Active,200000,0,1,2023-10-29,
1016,4710783132138809,CHAMPAK KUMER,Debit,RuPay,2024-07-09,2027-07-09,Active,50000,1,1,2024-07-09,
711,4504674047498147,CHANDRAN DOCTOR,Debit,RuPay,2024-04-05,2027-04-05,Active,200000,1,1,2024-04-05,
1211,4476108447207998,QASIM ANNE,Debit,Visa,2021-07-26,2025-07-26,Expired,50000,1,1,2021-07-26,Card Expired
1177,4447812213646184,ISHANVI SHROFF,Credit,Mastercard,2026-03-08,2029-03-08,Active,200000,0,1,2026-03-08,
882,4148506884613786,THEODORE BADAMI,Debit,Mastercard,2021-12-27,2025-12-27,Expired,200000,0,1,2021-12-27,Card Expired
489,4336931218167088,VEDA RAVEL,Debit,Visa,2022-03-03,2026-03-03,Expired,50000,0,1,2022-03-03,Card Expired
582,4314475685772614,HEMA VARMA,Credit,Mastercard,2021-05-10,2026-05-10,Expired,100000,1,1,2021-05-10,Card Expired
402,4768925443696502,MITALI KUMER,Prepaid,Mastercard,2023-11-20,2027-11-20,Active,10000,1,1,2023-11-20,
161,4414699023618324,ABHA AGATE,Credit,RuPay,2026-05-21,2029-05-21,Active,500000,0,1,2026-05-21,
656,4543611859124561,RIYA IYER,Debit,Mastercard,2022-08-07,2025-08-07,Expired,150000,0,1,2022-08-07,Card Expired
941,4911280295349824,VANSHA AGRAWAL,Credit,Visa,2025-12-25,2030-12-25,Active,200000,0,1,2025-12-25,
1086,4649717741115656,AYAAN KORPAL,Credit,Visa,2021-01-09,2026-01-09,Expired,200000,1,1,2021-01-09,Card Expired
633,4571578026351350,ANJALI VASA,Debit,RuPay,2021-12-21,2026-12-21,Active,75000,1,1,2021-12-21,
360,4913977743046530,ADVAY RAU,Debit,Visa,2026-03-13,2030-03-13,Active,100000,1,1,2026-03-13,
528,4488548151201063,PRANAV TAILOR,Debit,RuPay,2025-11-13,2028-11-13,Active,75000,0,1,2025-11-13,
1007,4546858258844623,YASHASVI BERA,Debit,Visa,2025-09-12,2028-09-12,Active,150000,0,1,2025-09-12,
1465,4105392249181487,PRIYA DUGAR,Debit,RuPay,2023-03-31,2027-03-31,Active,150000,0,0,2023-03-31,
975,4986659127681938,SAMAR MADAN,Debit,RuPay,2024-10-08,2027-10-08,Active,75000,0,1,2024-10-08,
18,4298896421332428,JONATHAN KHURANA,Debit,RuPay,2023-07-12,2026-07-12,Expired,50000,0,1,2023-07-12,Card Expired
767,4387981184353022,ETHAN PANDIT,Debit,RuPay,2022-12-19,2025-12-19,Expired,150000,0,1,2022-12-19,Card Expired
643,4450420033352781,LOHIT WARRIOR,Debit,RuPay,2021-01-27,2024-01-27,Expired,75000,0,1,2021-01-27,Card Expired
775,4916328669692212,ARJUN SHANKAR,Prepaid,Visa,2021-04-17,2024-04-17,Expired,25000,1,1,2021-04-17,Card Expired
189,4721104965993061,BIMALA NAGI,Debit,RuPay,2024-12-18,2029-12-18,Active,50000,1,1,2024-12-18,
1484,4090519059019250,FITAN SAINI,Credit,Mastercard,2023-07-28,2027-07-28,Active,150000,0,1,2023-07-28,
555,4519294818947963,AMRUTA WABLE,Virtual,Visa,2021-01-14,2024-01-14,Expired,100000,0,1,2021-01-14,Card Expired
639,4923354717805660,SACHI WASON,Credit,Visa,2024-07-07,2027-07-07,Active,150000,0,1,2024-07-07,
1497,4892129962339038,JAGAT CHOPRA,Debit,Visa,2021-02-09,2026-02-09,Expired,25000,0,1,2021-02-09,Card Expired
1126,4450192837947602,VEDANT PATLA,Debit,Mastercard,2025-05-07,2028-05-07,Active,200000,1,1,2025-05-07,
1021,4848999460423996,FORUM PANDIT,Virtual,Visa,2021-01-08,2025-01-08,Expired,50000,1,1,2021-01-08,Card Expired
993,4368237942693674,BACHITTAR TAILOR,Debit,Visa,2026-02-06,2029-02-06,Active,100000,0,1,2026-02-06,
